_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_#id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,71,[Warehouse].[StockItemHoldings],Table,[Integration].[GetStockHoldingUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,71,[Warehouse].[StockItemHoldings],Table,[Warehouse].[PK_Warehouse_StockItemHoldings],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,71,[Warehouse].[StockItemHoldings],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,71,[Warehouse].[StockItemHoldings],Table,,[dbo].[Warehouse],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Website].[SearchForStockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Website].[SearchForStockItemsByTags],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Website].[CalculateCustomerPrice],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Website].[InvoiceCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Website].[InsertCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Integration].[GetStockItemUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Integration].[GetPurchaseUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Integration].[GetSaleUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Purchasing_PurchaseOrderLines_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Sales_InvoiceLines_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Sales_OrderLines_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Sales_SpecialDeals_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[PKFK_Warehouse_StockItemHoldings_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Warehouse_StockItemStockGroups_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,.[FK_Warehouse_StockItemTransactions_StockItemID_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[PK_Warehouse_StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[FK_Warehouse_StockItems_ColorID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[FK_Warehouse_StockItems_OuterPackageID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[UQ_Warehouse_StockItems_StockItemName],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[FK_Warehouse_StockItems_SupplierID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[FK_Warehouse_StockItems_UnitPackageID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,[Warehouse].[StockItems],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,,[dbo].[Warehouse],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,72,[Warehouse].[StockItems],Table,,[Warehouse].[StockItems],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,[Website].[CalculateCustomerPrice],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,[Warehouse].[PK_Warehouse_StockItemStockGroups],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,[Warehouse].[UQ_StockItemStockGroups_StockGroupID_Lookup],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,[Warehouse].[UQ_StockItemStockGroups_StockItemID_Lookup],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,73,[Warehouse].[StockItemStockGroups],Table,,[dbo].[Warehouse],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Website].[InvoiceCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Integration].[GetMovementUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[PK_Warehouse_StockItemTransactions],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[CCX_Warehouse_StockItemTransactions],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_InvoiceID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_PurchaseOrderID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_StockItemID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_SupplierID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,[Warehouse].[FK_Warehouse_StockItemTransactions_TransactionTypeID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,74,[Warehouse].[StockItemTransactions],Table,,[dbo].[Warehouse],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,75,[Warehouse].[VehicleTemperatures],Table,[Website].[RecordVehicleTemperature],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,75,[Warehouse].[VehicleTemperatures],Table,[Website].[VehicleTemperatures],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,75,[Warehouse].[VehicleTemperatures],Table,[Warehouse].[PK_Warehouse_VehicleTemperatures],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,75,[Warehouse].[VehicleTemperatures],Table,,[dbo].[Warehouse],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Application].[Cities],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Application].[DeliveryMethods],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Application].[People],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Sales].[BuyingGroups],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Sales].[CustomerCategories],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[Sales].[Customers],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,76,[Website].[Customers],View,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[Application].[Cities],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[Application].[DeliveryMethods],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[Application].[People],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[Purchasing].[SupplierCategories],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[Purchasing].[Suppliers],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,77,[Website].[Suppliers],View,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,78,[Website].[VehicleTemperatures],View,,[Warehouse].[VehicleTemperatures],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,78,[Website].[VehicleTemperatures],View,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,79,[Website].[OrderIDList],User Defined Type,[Website].[InvoiceCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,79,[Website].[OrderIDList],User Defined Type,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,80,[Website].[OrderList],User Defined Type,[Website].[InsertCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,80,[Website].[OrderList],User Defined Type,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,81,[Website].[OrderLineList],User Defined Type,[Website].[InsertCustomerOrders],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,81,[Website].[OrderLineList],User Defined Type,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,82,[Website].[SensorDataList],User Defined Type,[Website].[RecordColdRoomTemperatures],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,82,[Website].[SensorDataList],User Defined Type,,[dbo].[Website],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,83,[dbo].[DEFAULT],Contract,,[dbo].[DEFAULT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,84,[dbo].[http:__schemas.microsoft.com_SQL_Notifications_PostEventNotification],Contract,,[dbo].[http:__schemas.microsoft.com_SQL_Notifications_EventNotification],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,85,[dbo].[http:__schemas.microsoft.com_SQL_Notifications_PostQueryNotification],Contract,,[dbo].[http:__schemas.microsoft.com_SQL_Notifications_QueryNotification],,N_A,pc-cas\dev
