_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Customer_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Customer_EmailAddress],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Customer_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_CustomerAddress_CustomerID_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_CustomerAddress_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Product_ProductID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_ProductNumber],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductCategory_ProductCategoryID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductCategory_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductCategory_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductDescription_ProductDescriptionID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductDescription_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductModel_ProductModelID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModel_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModel_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PXML_ProductModel_CatalogDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductModelProductDescription_ProductModelID_ProductDescriptionID_Culture],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModelProductDescription_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_SalesOrderDetail_ProductID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderDetail_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_SalesOrderHeader_SalesOrderID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_SalesOrderHeader_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderHeader_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderHeader_SalesOrderNumber],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[QueryNotificationErrorsQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[EventNotificationErrorsQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[ServiceBrokerQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[__SchemaSnapshot],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[BuildVersion],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,,N_A,pc-cas\dev
