_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vGetAllCategories],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetAllCategories],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks]..[FK_Product_ProductCategory_ProductCategoryID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks]..[FK_ProductCategory_ProductCategory_ParentProductCategoryID_ProductCategoryID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductCategory_ProductCategoryID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductCategory_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductCategory_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,14,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,[pc-cas\dev].[AdventureWorks]..[FK_ProductModelProductDescription_ProductDescription_ProductDescriptionID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductDescription_ProductDescriptionID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductDescription_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,15,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductModelCatalogDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks]..[FK_Product_ProductModel_ProductModelID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks]..[FK_ProductModelProductDescription_ProductModel_ProductModelID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductModel_ProductModelID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModel_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModel_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PXML_ProductModel_CatalogDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescriptionSchemaCollection],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,16,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,17,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,17,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_ProductModelProductDescription_ProductModelID_ProductDescriptionID_Culture],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,17,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_ProductModelProductDescription_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,17,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,17,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[iduSalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderDetail_OrderQty],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderDetail_UnitPrice],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderDetail_UnitPriceDiscount],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_SalesOrderDetail_ProductID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderDetail_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,18,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],Table,,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[uSalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_Status],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_DueDate],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_ShipDate],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_SubTotal],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_TaxAmt],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[CK_SalesOrderHeader_Freight],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[iduSalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks]..[FK_SalesOrderDetail_SalesOrderHeader_SalesOrderID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_SalesOrderHeader_SalesOrderID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_SalesOrderHeader_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderHeader_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_SalesOrderHeader_SalesOrderNumber],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
